Customer_ID,Month,Customer_Lifetime_Value,Churn_Rate,Net_Promoter_Score,Account_Balance,Age,Gender,City,State,Date
1001,1,1360,0.09988304703442025,7,44832,38,Female,Houston,TX,2023-01-01
1001,2,966,0.05898770875082141,10,47291,41,Male,Los Angeles,NY,2023-02-01
1001,3,630,0.020086402204943198,1,2533,81,Female,New York,NY,2023-03-01
1001,4,1684,0.1590786990501735,5,6496,66,Female,Chicago,FL,2023-04-01
1001,5,974,0.30980791841396593,9,18531,77,Male,Miami,NY,2023-05-01
1001,6,1475,0.12405795681084907,2,1999,72,Female,Los Angeles,IL,2023-06-01
1001,7,1767,0.3002831387424008,2,3656,68,Female,Los Angeles,NY,2023-07-01
1001,8,1146,0.09355682060677284,6,21877,21,Male,Miami,CA,2023-08-01
1001,9,1100,0.4831596962065341,1,43101,26,Male,Houston,NY,2023-09-01
1001,10,3112,0.123137974554853,6,48655,25,Male,New York,IL,2023-10-01
1001,11,4514,0.09494868021880831,0,26631,67,Female,Houston,TX,2023-11-01
1001,12,4443,0.38012709105564974,5,43673,21,Female,New York,CA,2023-12-01
1002,1,2000,0.4850964676046337,9,5775,51,Male,Houston,FL,2023-01-01
1002,2,4797,0.4484654017095479,7,40497,79,Female,New York,IL,2023-02-01
1002,3,837,0.2744491448706491,7,12285,77,Male,Los Angeles,TX,2023-03-01
1002,4,879,0.14523959919104626,0,49084,26,Male,Houston,TX,2023-04-01
1002,5,2527,0.1538092056118387,10,22102,25,Female,Los Angeles,TX,2023-05-01
1002,6,4974,0.04628187934970428,6,39052,45,Male,Chicago,IL,2023-06-01
1002,7,700,0.3154160821455034,1,23699,40,Male,Houston,IL,2023-07-01
1002,8,4145,0.16933982779310605,2,19215,52,Male,Los Angeles,CA,2023-08-01
1002,9,3190,0.38278467382227976,9,33370,31,Female,Chicago,CA,2023-09-01
1002,10,1370,0.02981245887383136,9,23519,68,Female,New York,FL,2023-10-01
1002,11,1363,0.3218411015192524,3,45251,21,Male,Chicago,CA,2023-11-01
1002,12,2257,0.07827241265887908,6,1778,60,Male,Miami,FL,2023-12-01
1003,1,1559,0.4719982495734107,6,10014,45,Female,New York,IL,2023-01-01
1003,2,3125,0.31593348358555867,8,44120,23,Female,Los Angeles,TX,2023-02-01
1003,3,4127,0.21408987445647945,10,18147,79,Male,Houston,CA,2023-03-01
1003,4,1806,0.2192828164268656,3,9574,44,Female,New York,TX,2023-04-01
1003,5,4913,0.11883282713065782,2,13645,61,Female,Chicago,TX,2023-05-01
1003,6,1163,0.4720257549171344,5,30403,69,Male,New York,FL,2023-06-01
1003,7,2353,0.4861732205332707,3,17775,56,Female,Los Angeles,TX,2023-07-01
1003,8,3957,0.3590125890629766,4,20180,73,Male,Chicago,IL,2023-08-01
1003,9,3652,0.14072269699488965,1,37605,71,Male,Los Angeles,FL,2023-09-01
1003,10,1354,0.1465367674759396,0,46817,19,Female,Houston,TX,2023-10-01
1003,11,2207,0.2294137506408149,5,22019,72,Female,Miami,CA,2023-11-01
1003,12,702,0.1911306834700882,0,25442,55,Male,Chicago,CA,2023-12-01
1004,1,2827,0.24044731087855883,1,297,28,Female,New York,TX,2023-01-01
1004,2,4082,0.05424198732666007,0,27948,76,Female,Houston,TX,2023-02-01
1004,3,3897,0.35094827532753214,2,49911,76,Female,New York,CA,2023-03-01
1004,4,1869,0.2609255985666477,2,11511,69,Male,Miami,NY,2023-04-01
1004,5,988,0.34855949167020833,6,35253,18,Female,Houston,FL,2023-05-01
1004,6,2302,0.17712251201462667,8,47125,40,Male,New York,NY,2023-06-01
1004,7,4561,0.35093435567909026,6,46943,33,Male,New York,NY,2023-07-01
1004,8,1123,0.2820483976837365,0,2149,18,Female,Chicago,NY,2023-08-01
1004,9,4223,0.2835637922674778,10,7258,26,Male,Houston,IL,2023-09-01
1004,10,3670,0.35317533668665796,2,4599,41,Male,Los Angeles,IL,2023-10-01
1004,11,3691,0.4450073483928703,3,12974,53,Male,New York,CA,2023-11-01
1004,12,1945,0.337804244809972,2,2657,42,Female,Miami,TX,2023-12-01
1005,1,3461,0.08879594519457433,1,12069,71,Female,Miami,FL,2023-01-01
1005,2,3734,0.32946101715627424,8,28743,50,Female,Los Angeles,CA,2023-02-01
1005,3,4993,0.1694458520980412,3,22499,25,Female,Chicago,TX,2023-03-01
1005,4,1718,0.3322303172271682,0,4655,76,Female,New York,CA,2023-04-01
1005,5,3946,0.13272629111673623,5,47433,68,Female,Miami,TX,2023-05-01
1005,6,2985,0.45398840598209145,10,49477,38,Female,Los Angeles,CA,2023-06-01
1005,7,1459,0.4334421068852325,2,37510,81,Female,New York,TX,2023-07-01
1005,8,3620,0.03136584815967254,4,43625,54,Female,Houston,FL,2023-08-01
1005,9,2827,0.17206764928855173,4,49858,77,Male,Houston,FL,2023-09-01
1005,10,1639,0.154279957114097,4,35843,50,Female,Miami,IL,2023-10-01
1005,11,3827,0.2477871383953947,1,34684,71,Female,Chicago,CA,2023-11-01
1005,12,1069,0.4657082490573076,7,45781,49,Male,Chicago,TX,2023-12-01
1006,1,4514,0.495126386551089,1,16638,19,Male,Los Angeles,CA,2023-01-01
1006,2,4557,0.37297662269956017,0,40428,60,Female,Miami,FL,2023-02-01
1006,3,4841,0.18615066409768002,9,19290,43,Female,Houston,TX,2023-03-01
1006,4,2341,0.4348654361042508,9,24476,53,Male,Houston,CA,2023-04-01
1006,5,4615,0.32848232608110495,2,13503,83,Male,Los Angeles,NY,2023-05-01
1006,6,3274,0.3392928062946477,2,28412,75,Female,New York,CA,2023-06-01
1006,7,1074,0.49110203527216023,5,31389,66,Female,New York,TX,2023-07-01
1006,8,2215,0.029029019870417366,5,15438,77,Female,Chicago,FL,2023-08-01
1006,9,3160,0.26589919742685414,4,3151,22,Female,Chicago,CA,2023-09-01
1006,10,1376,0.10524621665748778,2,39834,57,Female,Houston,NY,2023-10-01
1006,11,4864,0.4850730648859379,9,18177,36,Male,Miami,IL,2023-11-01
1006,12,619,0.14270780311841638,9,47130,79,Male,Chicago,NY,2023-12-01
1007,1,3338,0.2198740927206528,4,1181,18,Male,Miami,NY,2023-01-01
1007,2,3349,0.1274958059871276,5,49811,18,Female,Los Angeles,NY,2023-02-01
1007,3,3843,0.26318116613901765,4,47993,84,Male,Chicago,FL,2023-03-01
1007,4,3647,0.2873582331420974,2,13384,74,Female,New York,FL,2023-04-01
1007,5,3856,0.06687559384838895,4,44178,79,Male,Chicago,IL,2023-05-01
1007,6,3559,0.09591183224577587,9,35347,56,Female,Miami,FL,2023-06-01
1007,7,2135,0.09486891625590743,4,26746,27,Female,Miami,CA,2023-07-01
1007,8,3349,0.13783787543743983,9,23389,36,Female,Los Angeles,NY,2023-08-01
1007,9,2989,0.255509543118477,7,9640,21,Male,Chicago,IL,2023-09-01
1007,10,3587,0.044578686226210626,6,31077,49,Male,Los Angeles,NY,2023-10-01
1007,11,4046,0.40246515439437586,1,12038,50,Female,Houston,FL,2023-11-01
1007,12,4500,0.4074900466006415,10,38255,84,Female,Miami,IL,2023-12-01
1008,1,4413,0.11127533633960524,1,32096,52,Male,Los Angeles,CA,2023-01-01
1008,2,3274,0.044882437745512205,7,23232,43,Male,Los Angeles,CA,2023-02-01
1008,3,2125,0.17690603903747762,2,41676,24,Male,Houston,CA,2023-03-01
1008,4,3767,0.3495162757590503,1,26192,46,Female,Houston,CA,2023-04-01
1008,5,1228,0.4037056558885758,8,44525,41,Male,Los Angeles,NY,2023-05-01
1008,6,3286,0.4953475195803299,3,37941,41,Female,Houston,TX,2023-06-01
1008,7,4632,0.1269124612972667,6,5744,40,Male,Los Angeles,CA,2023-07-01
1008,8,3414,0.06053069572960698,0,45012,79,Male,Los Angeles,CA,2023-08-01
1008,9,1095,0.4149641583927934,5,798,36,Male,New York,FL,2023-09-01
1008,10,895,0.4796853334727672,2,37039,26,Male,Los Angeles,TX,2023-10-01
1008,11,3002,0.4788324337119636,3,5586,33,Male,Houston,CA,2023-11-01
1008,12,3640,0.15367327813205162,8,31767,70,Female,Chicago,IL,2023-12-01
1009,1,3722,0.39283506473088925,6,18640,70,Male,Chicago,FL,2023-01-01
1009,2,3482,0.4980063085948613,9,9448,52,Male,Miami,NY,2023-02-01
1009,3,1232,0.18194835615051858,1,37714,26,Male,Houston,NY,2023-03-01
1009,4,1453,0.3129268510249679,5,1642,63,Male,Miami,TX,2023-04-01
1009,5,1691,0.04565387311845483,1,23422,83,Male,Miami,CA,2023-05-01
1009,6,2040,0.26152982265927255,5,27062,25,Female,Chicago,IL,2023-06-01
1009,7,1888,0.19161465206277656,3,26356,62,Female,Chicago,TX,2023-07-01
1009,8,1655,0.18160694088315363,2,6688,71,Male,Miami,TX,2023-08-01
1009,9,2714,0.21786878453101838,9,28278,56,Female,Miami,FL,2023-09-01
1009,10,4022,0.13430426519783797,1,9535,75,Female,Miami,TX,2023-10-01
1009,11,955,0.0675878609207814,8,43018,18,Male,New York,TX,2023-11-01
1009,12,2496,0.12637817093331027,8,34082,42,Male,Los Angeles,IL,2023-12-01
1010,1,1323,0.2689013594356325,4,49385,75,Male,New York,FL,2023-01-01
1010,2,4127,0.4891713276895927,4,20659,53,Male,Chicago,CA,2023-02-01
1010,3,1750,0.3507514503222573,8,48629,64,Female,Miami,FL,2023-03-01
1010,4,1756,0.1162364622273807,0,42456,71,Male,New York,FL,2023-04-01
1010,5,3830,0.4515674251405846,8,7214,29,Male,New York,FL,2023-05-01
1010,6,1853,0.4757016271975138,7,25033,41,Male,Los Angeles,NY,2023-06-01
1010,7,1167,0.17447343175051197,9,46527,53,Male,New York,CA,2023-07-01
1010,8,4685,0.20025150815503737,1,33407,58,Male,Houston,IL,2023-08-01
1010,9,4275,0.2320880149461272,0,38188,50,Male,New York,IL,2023-09-01
1010,10,3008,0.34551827455140083,2,45545,64,Female,Miami,CA,2023-10-01
1010,11,2444,0.21493908778240325,7,23893,22,Male,Los Angeles,CA,2023-11-01
1010,12,1515,0.19446704977024432,0,35061,66,Female,Miami,NY,2023-12-01
1011,1,4658,0.20256482999964098,10,7038,66,Male,Houston,IL,2023-01-01
1011,2,4500,0.23965964829953545,2,8802,18,Male,Chicago,IL,2023-02-01
1011,3,904,0.037623993358954284,5,12863,22,Male,Chicago,NY,2023-03-01
1011,4,1960,0.29672327083948125,4,11016,34,Female,New York,CA,2023-04-01
1011,5,2548,0.47748500335677396,3,22049,82,Male,Miami,TX,2023-05-01
1011,6,2323,0.03297926921769776,7,14589,51,Male,Chicago,FL,2023-06-01
1011,7,2665,0.41737203013062557,1,37231,82,Female,Los Angeles,IL,2023-07-01
1011,8,1577,0.4843071450655133,10,42908,34,Male,Chicago,NY,2023-08-01
1011,9,3314,0.024103511393536097,4,39864,31,Female,Los Angeles,CA,2023-09-01
1011,10,2622,0.11435243913936625,5,13151,55,Female,Houston,CA,2023-10-01
1011,11,1829,0.2990596665587702,10,10309,69,Male,Los Angeles,NY,2023-11-01
1011,12,4844,0.2618548496883073,7,42418,47,Female,Los Angeles,NY,2023-12-01
1012,1,3677,0.43255821728590516,4,37760,21,Male,Houston,FL,2023-01-01
1012,2,637,0.46402793632913225,9,20063,51,Female,New York,NY,2023-02-01
1012,3,4800,0.11247408762847194,10,12115,40,Female,Houston,FL,2023-03-01
1012,4,3945,0.3518571111114966,3,45515,21,Male,Houston,TX,2023-04-01
1012,5,2219,0.21171399503518878,2,33534,49,Male,Houston,IL,2023-05-01
1012,6,2469,0.3049483438150705,2,24054,38,Male,Houston,IL,2023-06-01
1012,7,4400,0.025584293927730914,5,39244,29,Male,New York,CA,2023-07-01
1012,8,2893,0.44816645881900363,0,26429,62,Male,New York,CA,2023-08-01
1012,9,2796,0.24576124308758368,5,10578,73,Female,New York,NY,2023-09-01
1012,10,4702,0.46122747626058846,0,29821,53,Male,Chicago,IL,2023-10-01
1012,11,2555,0.3766472482879926,3,402,73,Female,Houston,NY,2023-11-01
1012,12,1025,0.312944838049845,6,2225,19,Female,New York,NY,2023-12-01
1013,1,864,0.04054726763050831,10,46491,24,Male,Houston,TX,2023-01-01
1013,2,2146,0.4237759295904781,10,38738,35,Female,New York,CA,2023-02-01
1013,3,2406,0.12881054678101753,8,38618,45,Male,Miami,FL,2023-03-01
1013,4,1213,0.28634289508922983,0,30026,61,Female,Houston,TX,2023-04-01
1013,5,4096,0.30086030224148386,3,7661,84,Female,Los Angeles,NY,2023-05-01
1013,6,732,0.25423667747523804,3,26169,51,Female,Miami,CA,2023-06-01
1013,7,4507,0.22151317765254291,2,16013,58,Male,New York,FL,2023-07-01
1013,8,3160,0.18791032523533122,9,48547,76,Female,Miami,IL,2023-08-01
1013,9,2475,0.2541413719459807,5,3912,50,Female,New York,CA,2023-09-01
1013,10,1960,0.05987341158399784,5,1705,21,Male,New York,TX,2023-10-01
1013,11,3921,0.10141784178513982,7,27546,26,Female,Chicago,TX,2023-11-01
1013,12,742,0.01893881589989691,4,10887,41,Male,Los Angeles,IL,2023-12-01
1014,1,505,0.2049492435324134,10,22450,23,Male,Chicago,NY,2023-01-01
1014,2,617,0.13637238525202053,7,47177,68,Male,Houston,NY,2023-02-01
1014,3,4789,0.2828138175768256,7,48253,68,Male,Los Angeles,FL,2023-03-01
1014,4,1641,0.35836671463000663,3,49476,37,Female,New York,IL,2023-04-01
1014,5,4708,0.2696216113587472,0,39101,31,Female,Houston,FL,2023-05-01
1014,6,4915,0.05277218799894097,10,32354,20,Female,Chicago,FL,2023-06-01
1014,7,4244,0.1909229359398491,7,109,22,Female,Houston,IL,2023-07-01
1014,8,2173,0.49508051387107316,7,34487,82,Male,New York,FL,2023-08-01
1014,9,1842,0.34393633388972533,0,27634,41,Female,Houston,CA,2023-09-01
1014,10,2538,0.3992018304835666,0,18088,79,Male,New York,IL,2023-10-01
1014,11,4527,0.4828631862265912,4,8667,26,Female,Houston,CA,2023-11-01
1014,12,3135,0.1958220066322622,0,5515,81,Male,Los Angeles,NY,2023-12-01
1015,1,3465,0.033566375542402965,7,41932,31,Male,Houston,CA,2023-01-01
1015,2,1814,0.09049024098618653,4,19382,43,Female,Miami,TX,2023-02-01
1015,3,3121,0.18582693722051621,9,18620,35,Male,Houston,FL,2023-03-01
1015,4,2843,0.23145481463652923,7,28273,49,Male,Los Angeles,FL,2023-04-01
1015,5,4262,0.31580975664910044,0,21626,80,Female,New York,CA,2023-05-01
1015,6,2690,0.2929682727440016,0,34116,83,Male,Chicago,NY,2023-06-01
1015,7,2497,0.042643365071500315,7,4118,56,Male,Chicago,CA,2023-07-01
1015,8,2470,0.2214487901368569,2,31210,68,Male,Chicago,NY,2023-08-01
1015,9,2535,0.37331584645813226,10,33287,46,Female,Chicago,IL,2023-09-01
1015,10,3097,0.3786775288190231,4,32254,72,Female,Miami,CA,2023-10-01
1015,11,2836,0.0264308930205319,5,32365,22,Male,Los Angeles,FL,2023-11-01
1015,12,2365,0.17762005687079466,5,23810,64,Male,New York,CA,2023-12-01
1016,1,3728,0.27453171218529,3,35759,62,Male,Chicago,IL,2023-01-01
1016,2,4725,0.015979505435841812,2,39766,53,Female,Chicago,TX,2023-02-01
1016,3,1293,0.13338153886440685,4,5879,28,Male,Los Angeles,TX,2023-03-01
1016,4,3825,0.4551407750534779,5,44265,40,Female,New York,CA,2023-04-01
1016,5,1314,0.1510855120731058,10,2543,30,Male,Houston,FL,2023-05-01
1016,6,3505,0.059389355477784386,0,26315,77,Female,Houston,CA,2023-06-01
1016,7,3230,0.4667379584169701,3,15443,22,Female,Chicago,IL,2023-07-01
1016,8,3435,0.021281076345942382,9,27732,48,Female,Miami,NY,2023-08-01
1016,9,3949,0.04377155428993721,2,40064,57,Male,Chicago,FL,2023-09-01
1016,10,3868,0.4635285713243204,6,34660,63,Female,Los Angeles,FL,2023-10-01
1016,11,3976,0.09110505007997198,3,19356,18,Female,Los Angeles,IL,2023-11-01
1016,12,2354,0.1626076893823642,2,2808,64,Male,Miami,IL,2023-12-01
1017,1,1832,0.17424664840649146,3,39324,43,Female,Houston,NY,2023-01-01
1017,2,1074,0.21310724625977756,9,43182,55,Female,Miami,IL,2023-02-01
1017,3,885,0.23819305993621848,10,36468,60,Female,Chicago,TX,2023-03-01
1017,4,1454,0.23169536290501977,2,45819,42,Male,New York,TX,2023-04-01
1017,5,2490,0.09110152553970716,4,22459,50,Female,Miami,IL,2023-05-01
1017,6,4880,0.2944882916362413,5,19197,45,Female,Houston,CA,2023-06-01
1017,7,3620,0.0972376237661782,3,19916,66,Male,Houston,TX,2023-07-01
1017,8,4743,0.21316582062624162,7,20906,18,Male,Houston,IL,2023-08-01
1017,9,2259,0.04286747392032947,6,2582,73,Male,Chicago,NY,2023-09-01
1017,10,1222,0.18119962953417318,0,21008,47,Male,Chicago,FL,2023-10-01
1017,11,3995,0.29785226607469645,0,38358,64,Male,Los Angeles,FL,2023-11-01
1017,12,3557,0.26695123197051424,0,26837,55,Male,Houston,CA,2023-12-01
1018,1,1446,0.08606772050604912,0,12442,20,Female,Miami,FL,2023-01-01
1018,2,1981,0.4497409008112533,1,47290,72,Female,Chicago,CA,2023-02-01
1018,3,2323,0.36082639213522477,7,45468,84,Male,Chicago,NY,2023-03-01
1018,4,2990,0.2576988607619565,7,31580,84,Male,Houston,CA,2023-04-01
